T,P,DD,Td,result 
25.6,758.4,Wind blowing from the west,23.7,2 m/s (Light breeze)
25.0,759.6,Wind blowing from the north-northwest,22.7,1 m/s (Light air)
28.0,758.2,Wind blowing from the south,25.3,2 m/s (Light breeze)
28.6,757.0,Wind blowing from the north,24.0,2 m/s (Light breeze)
33.6,757.4,Wind blowing from the north-northwest,23.5,3 m/s (Gentle breeze)
31.6,759.0,Wind blowing from the west,23.7,3 m/s (Gentle breeze)
26.8,758.9,Wind blowing from the west-northwest,25.2,2 m/s (Light breeze)
25.7,757.5,Wind blowing from the south,24.6,1 m/s (Light air)
26.2,758.1,"Calm, no wind",24.8,0 m/s (Calm)
24.1,759.1,Wind blowing from the north,22.6,1 m/s (Light air)
27.7,757.5,Wind blowing from the north,25.7,1 m/s (Light air)
31.4,755.4,Wind blowing from the north,26.1,2 m/s (Light breeze)
33.2,756.4,Wind blowing from the north-west,24.3,3 m/s (Gentle breeze)
29.8,758.1,Wind blowing from the west-northwest,24.7,3 m/s (Gentle breeze)
26.4,757.9,Wind blowing from the west-northwest,24.5,2 m/s (Light breeze)
26.0,756.7,Wind blowing from the south-southeast,24.9,1 m/s (Light air)
26.4,757.3,Wind blowing from the west,24.8,2 m/s (Light breeze)
26.0,757.9,Wind blowing from the north-west,23.5,1 m/s (Light air)
25.6,756.5,Wind blowing from the north-east,24.0,1 m/s (Light air)
31.0,754.2,Wind blowing from the east-southeast,24.2,2 m/s (Light breeze)
31.9,755.0,Wind blowing from the south,23.9,3 m/s (Gentle breeze)
33.5,756.4,Wind blowing from the north-west,23.3,3 m/s (Gentle breeze)
26.9,757.0,Wind blowing from the east-northeast,22.0,2 m/s (Light breeze)
26.4,756.7,Wind blowing from the north,22.3,1 m/s (Light air)
27.0,757.3,Wind blowing from the south-east,23.1,2 m/s (Light breeze)
27.4,758.1,Wind blowing from the north,24.4,1 m/s (Light air)
27.4,757.0,Wind blowing from the north-west,24.7,1 m/s (Light air)
29.2,756.1,Wind blowing from the north-west,24.9,2 m/s (Light breeze)
33.8,756.4,Wind blowing from the north-west,22.8,3 m/s (Gentle breeze)
33.0,757.7,Wind blowing from the north-northwest,24.1,3 m/s (Gentle breeze)
27.3,758.0,Wind blowing from the west-southwest,23.0,2 m/s (Light breeze)
26.6,756.5,Wind blowing from the west-northwest,23.9,2 m/s (Light breeze)
27.6,756.9,Wind blowing from the west-northwest,23.5,2 m/s (Light breeze)
28.8,758.2,Wind blowing from the west-northwest,23.3,3 m/s (Gentle breeze)
29.4,757.0,Wind blowing from the north-west,23.1,3 m/s (Gentle breeze)
32.9,755.2,Wind blowing from the west-northwest,24.1,3 m/s (Gentle breeze)
33.6,756.3,Wind blowing from the west-northwest,23.5,3 m/s (Gentle breeze)
31.6,758.1,Wind blowing from the north-west,24.3,3 m/s (Gentle breeze)
26.6,758.1,Wind blowing from the west,23.2,2 m/s (Light breeze)
25.8,756.4,Wind blowing from the west-northwest,23.3,2 m/s (Light breeze)
26.8,756.7,Wind blowing from the west-northwest,23.2,2 m/s (Light breeze)
28.0,757.6,Wind blowing from the west-northwest,24.2,2 m/s (Light breeze)
29.2,756.5,Wind blowing from the west-northwest,24.3,3 m/s (Gentle breeze)
32.2,754.6,Wind blowing from the north-west,24.7,3 m/s (Gentle breeze)
33.0,755.6,Wind blowing from the north-west,24.1,3 m/s (Gentle breeze)
31.4,757.2,Wind blowing from the north,23.5,2 m/s (Light breeze)
26.4,757.4,Wind blowing from the north-west,23.4,1 m/s (Light air)
26.4,756.4,Wind blowing from the west-northwest,23.4,2 m/s (Light breeze)
27.0,756.5,Wind blowing from the west-northwest,24.0,2 m/s (Light breeze)
27.8,757.3,Wind blowing from the north-west,23.7,2 m/s (Light breeze)
28.9,756.2,Wind blowing from the west-northwest,25.1,2 m/s (Light breeze)
31.6,754.7,Wind blowing from the north-west,23.4,3 m/s (Gentle breeze)
31.6,755.8,Wind blowing from the west-northwest,24.0,3 m/s (Gentle breeze)
29.4,757.5,Wind blowing from the west-northwest,24.2,3 m/s (Gentle breeze)
26.4,757.9,Wind blowing from the west-northwest,23.1,2 m/s (Light breeze)
25.6,756.6,Wind blowing from the north-west,22.8,1 m/s (Light air)
26.0,756.8,Wind blowing from the west-northwest,22.8,2 m/s (Light breeze)
27.4,757.9,Wind blowing from the west-northwest,23.7,2 m/s (Light breeze)
28.2,757.0,Wind blowing from the west-northwest,24.8,2 m/s (Light breeze)
29.5,755.7,Wind blowing from the west-northwest,24.8,3 m/s (Gentle breeze)
31.4,756.3,Wind blowing from the west-northwest,24.4,3 m/s (Gentle breeze)
30.5,757.7,Wind blowing from the west-northwest,24.4,3 m/s (Gentle breeze)
26.4,757.9,Wind blowing from the west-northwest,24.1,2 m/s (Light breeze)
25.6,756.3,Wind blowing from the north-west,23.7,1 m/s (Light air)
26.2,756.8,Wind blowing from the west-northwest,24.0,2 m/s (Light breeze)
27.4,758.4,Wind blowing from the west,24.1,2 m/s (Light breeze)
28.0,757.4,Wind blowing from the west,24.3,2 m/s (Light breeze)
29.3,755.7,Wind blowing from the north-west,23.4,2 m/s (Light breeze)
30.7,756.6,Wind blowing from the west-northwest,23.2,3 m/s (Gentle breeze)
28.4,758.9,Wind blowing from the north-west,24.0,2 m/s (Light breeze)
25.3,758.7,Wind blowing from the west,23.2,2 m/s (Light breeze)
25.0,757.0,Wind blowing from the west-northwest,23.3,2 m/s (Light breeze)
26.0,757.5,Wind blowing from the west-southwest,23.8,2 m/s (Light breeze)
26.0,758.4,Wind blowing from the west,23.8,2 m/s (Light breeze)
26.6,758.1,Wind blowing from the west,23.0,2 m/s (Light breeze)
27.4,756.4,Wind blowing from the north-west,23.6,2 m/s (Light breeze)
26.2,757.3,Wind blowing from the west,24.0,2 m/s (Light breeze)
25.4,758.6,Wind blowing from the west-northwest,23.7,2 m/s (Light breeze)
25.2,758.5,Wind blowing from the south-southeast,24.7,1 m/s (Light air)
25.0,757.6,Wind blowing from the north-west,24.5,1 m/s (Light air)
26.0,757.4,Wind blowing from the west-northwest,24.1,2 m/s (Light breeze)
26.2,758.5,Wind blowing from the west-northwest,23.4,2 m/s (Light breeze)
26.6,758.1,Wind blowing from the west,23.9,2 m/s (Light breeze)
27.2,757.0,Wind blowing from the west-northwest,23.6,2 m/s (Light breeze)
26.4,758.2,Wind blowing from the west-northwest,24.2,2 m/s (Light breeze)
26.2,759.2,Wind blowing from the north-west,24.6,1 m/s (Light air)
26.0,758.9,Wind blowing from the west-northwest,25.3,2 m/s (Light breeze)
26.0,757.3,Wind blowing from the west,23.8,2 m/s (Light breeze)
26.2,757.7,Wind blowing from the west-northwest,23.7,2 m/s (Light breeze)
27.2,758.8,Wind blowing from the west-northwest,23.3,2 m/s (Light breeze)
27.8,757.7,Wind blowing from the north-west,24.5,2 m/s (Light breeze)
29.2,755.9,Wind blowing from the west,24.3,3 m/s (Gentle breeze)
28.8,756.9,Wind blowing from the west-northwest,24.9,2 m/s (Light breeze)
27.2,758.9,Wind blowing from the north-west,24.2,1 m/s (Light air)
26.4,758.1,Wind blowing from the west-northwest,23.9,2 m/s (Light breeze)
25.4,756.7,Wind blowing from the north-west,24.0,1 m/s (Light air)
25.8,757.3,Wind blowing from the north-west,24.2,1 m/s (Light air)
26.4,758.6,Wind blowing from the west-northwest,24.5,2 m/s (Light breeze)
28.8,757.3,Wind blowing from the west,24.2,2 m/s (Light breeze)
30.0,755.8,Wind blowing from the west,24.9,3 m/s (Gentle breeze)
34.0,756.6,Wind blowing from the west-northwest,23.7,3 m/s (Gentle breeze)
30.8,758.0,Wind blowing from the west-northwest,23.7,3 m/s (Gentle breeze)
27.0,757.9,Wind blowing from the west,23.7,2 m/s (Light breeze)
26.2,756.9,Wind blowing from the west-northwest,23.3,2 m/s (Light breeze)
26.9,757.4,Wind blowing from the west-northwest,23.7,2 m/s (Light breeze)
27.6,758.2,Wind blowing from the west-northwest,24.0,2 m/s (Light breeze)
28.4,757.5,Wind blowing from the west-northwest,24.5,2 m/s (Light breeze)
29.0,756.2,Wind blowing from the north-west,25.0,2 m/s (Light breeze)
29.6,757.7,Wind blowing from the north-west,24.2,2 m/s (Light breeze)
30.0,759.1,Wind blowing from the west,23.1,3 m/s (Gentle breeze)
26.4,758.9,Wind blowing from the north-west,23.9,1 m/s (Light air)
25.2,757.7,Wind blowing from the west-northwest,23.0,2 m/s (Light breeze)
25.4,757.8,Wind blowing from the north-west,23.9,1 m/s (Light air)
26.0,758.8,Wind blowing from the west,24.2,2 m/s (Light breeze)
27.6,757.4,Wind blowing from the west-northwest,25.2,2 m/s (Light breeze)
29.6,755.9,Wind blowing from the north-west,24.3,2 m/s (Light breeze)
28.7,756.7,Wind blowing from the west-northwest,23.9,2 m/s (Light breeze)
28.3,757.8,Wind blowing from the west-northwest,23.9,2 m/s (Light breeze)
26.4,757.4,Wind blowing from the west,23.8,2 m/s (Light breeze)
26.0,756.3,"Calm, no wind",24.1,0 m/s (Calm)
26.6,756.9,Wind blowing from the west,24.8,2 m/s (Light breeze)
26.8,757.6,Wind blowing from the west-northwest,24.9,2 m/s (Light breeze)
27.3,757.0,Wind blowing from the west-northwest,24.2,2 m/s (Light breeze)
28.8,755.5,Wind blowing from the west-northwest,24.5,2 m/s (Light breeze)
29.6,755.7,Wind blowing from the west-northwest,24.9,3 m/s (Gentle breeze)
29.6,756.7,Wind blowing from the north-west,23.9,2 m/s (Light breeze)
26.8,756.9,Wind blowing from the north-west,24.1,1 m/s (Light air)
26.8,755.2,Wind blowing from the north-west,24.1,1 m/s (Light air)
27.2,755.7,Wind blowing from the west-northwest,24.2,2 m/s (Light breeze)
27.6,757.0,Wind blowing from the west-northwest,24.9,2 m/s (Light breeze)
28.8,756.4,Wind blowing from the north-west,24.7,2 m/s (Light breeze)
30.6,754.9,Wind blowing from the west-northwest,24.1,3 m/s (Gentle breeze)
31.4,755.6,Wind blowing from the west-northwest,23.8,3 m/s (Gentle breeze)
29.0,756.9,Wind blowing from the west-northwest,23.5,3 m/s (Gentle breeze)
25.6,757.0,Wind blowing from the west-northwest,22.8,2 m/s (Light breeze)
24.8,755.8,Wind blowing from the east-southeast,22.3,1 m/s (Light air)
25.0,756.2,Wind blowing from the north-west,20.7,1 m/s (Light air)
24.1,757.0,Wind blowing from the south-east,22.6,1 m/s (Light air)
27.4,755.7,Wind blowing from the west-northwest,24.4,2 m/s (Light breeze)
27.2,753.8,Wind blowing from the north-west,24.2,2 m/s (Light breeze)
32.0,754.2,Wind blowing from the north-west,24.5,3 m/s (Gentle breeze)
30.8,754.6,Wind blowing from the west-northwest,24.0,3 m/s (Gentle breeze)
26.4,754.9,Wind blowing from the west-northwest,23.7,2 m/s (Light breeze)
26.0,752.9,Wind blowing from the west-northwest,23.8,2 m/s (Light breeze)
26.8,754.6,Wind blowing from the west-northwest,23.2,2 m/s (Light breeze)
27.0,755.2,Wind blowing from the north-northwest,23.7,1 m/s (Light air)
27.2,754.2,Wind blowing from the west-northwest,24.2,2 m/s (Light breeze)
28.2,752.8,Wind blowing from the north-northwest,24.1,2 m/s (Light breeze)
32.8,753.1,Wind blowing from the west-northwest,24.8,3 m/s (Gentle breeze)
30.3,754.9,Wind blowing from the west-northwest,24.2,3 m/s (Gentle breeze)
27.0,754.6,Wind blowing from the west-northwest,24.3,2 m/s (Light breeze)
26.4,753.5,Wind blowing from the west,24.5,2 m/s (Light breeze)
27.0,754.0,Wind blowing from the west,24.6,2 m/s (Light breeze)
26.4,754.6,Wind blowing from the north-west,24.8,1 m/s (Light air)
26.6,754.1,Wind blowing from the north,24.4,1 m/s (Light air)
31.2,752.0,Wind blowing from the south-southeast,24.7,3 m/s (Gentle breeze)
35.0,752.9,Wind blowing from the north-west,23.9,3 m/s (Gentle breeze)
32.8,755.1,Wind blowing from the north-west,24.5,3 m/s (Gentle breeze)
27.6,755.3,Wind blowing from the west,25.3,2 m/s (Light breeze)
26.7,753.8,"Calm, no wind",25.2,0 m/s (Calm)
27.2,754.5,"Calm, no wind",25.3,0 m/s (Calm)
27.2,755.8,Wind blowing from the north-northwest,25.0,1 m/s (Light air)
27.0,754.9,Wind blowing from the north-west,24.3,1 m/s (Light air)
30.2,752.8,Wind blowing from the south,25.2,3 m/s (Gentle breeze)
33.8,753.6,Wind blowing from the north,24.1,3 m/s (Gentle breeze)
32.0,755.3,Wind blowing from the north,24.2,2 m/s (Light breeze)
27.5,755.8,Wind blowing from the east-southeast,24.7,1 m/s (Light air)
26.1,754.6,Wind blowing from the north-northwest,24.5,1 m/s (Light air)
26.7,755.1,Wind blowing from the north,24.8,1 m/s (Light air)
26.6,755.8,Wind blowing from the south-east,24.4,1 m/s (Light air)
26.1,754.7,Wind blowing from the north-west,23.8,1 m/s (Light air)
30.3,753.1,Wind blowing from the north-northwest,25.4,2 m/s (Light breeze)
32.5,754.0,Wind blowing from the north-northwest,25.7,3 m/s (Gentle breeze)
32.2,755.7,Wind blowing from the north-west,25.5,3 m/s (Gentle breeze)
28.1,755.9,Wind blowing from the north-west,25.1,2 m/s (Light breeze)
26.0,754.4,Wind blowing from the south-east,24.6,1 m/s (Light air)
27.4,754.6,Wind blowing from the north,24.4,1 m/s (Light air)
29.0,755.4,Wind blowing from the north-west,25.0,2 m/s (Light breeze)
30.0,754.3,Wind blowing from the north-northwest,25.5,2 m/s (Light breeze)
32.4,752.5,Wind blowing from the east-northeast,25.6,2 m/s (Light breeze)
33.2,753.4,Wind blowing from the south-east,23.7,3 m/s (Gentle breeze)
31.4,755.3,Wind blowing from the east-northeast,24.1,2 m/s (Light breeze)
27.2,755.4,Wind blowing from the north,24.2,1 m/s (Light air)
25.8,754.7,Wind blowing from the south-east,24.4,1 m/s (Light air)
26.2,755.0,Wind blowing from the south-southwest,24.0,1 m/s (Light air)
27.2,756.4,Wind blowing from the south-east,24.8,2 m/s (Light breeze)
27.6,755.7,Wind blowing from the north-west,25.2,1 m/s (Light air)
30.6,754.0,Wind blowing from the north-northwest,25.2,3 m/s (Gentle breeze)
32.6,754.3,Wind blowing from the east-northeast,22.9,2 m/s (Light breeze)
31.4,755.9,Wind blowing from the south-southeast,23.5,3 m/s (Gentle breeze)
26.6,756.0,Wind blowing from the north-west,22.7,1 m/s (Light air)
26.0,754.0,Wind blowing from the west,24.4,1 m/s (Light air)
25.8,754.5,Wind blowing from the east-northeast,23.9,1 m/s (Light air)
26.4,756.4,Wind blowing from the north-west,25.0,1 m/s (Light air)
26.2,756.1,Wind blowing from the north-northwest,24.3,1 m/s (Light air)
27.0,753.8,Wind blowing from the south-east,25.1,1 m/s (Light air)
32.2,754.3,Wind blowing from the north-west,24.1,3 m/s (Gentle breeze)
31.6,755.8,Wind blowing from the west-northwest,24.3,3 m/s (Gentle breeze)
27.4,755.6,Wind blowing from the west-northwest,24.4,2 m/s (Light breeze)
26.2,754.3,Wind blowing from the south-southeast,23.7,1 m/s (Light air)
26.8,754.8,Wind blowing from the north-west,24.1,1 m/s (Light air)
27.8,755.6,Wind blowing from the east-southeast,24.8,2 m/s (Light breeze)
28.0,755.2,Wind blowing from the south-southeast,25.9,2 m/s (Light breeze)
30.6,753.4,Wind blowing from the north-northeast,24.7,3 m/s (Gentle breeze)
34.8,754.3,Wind blowing from the north-west,23.7,3 m/s (Gentle breeze)
33.2,756.3,Wind blowing from the north,22.8,3 m/s (Gentle breeze)
27.0,756.8,Wind blowing from the north-northwest,24.0,1 m/s (Light air)
25.6,755.5,Wind blowing from the east-northeast,23.4,1 m/s (Light air)
26.6,756.1,Wind blowing from the west-southwest,23.9,2 m/s (Light breeze)
27.6,757.3,Wind blowing from the east,24.6,1 m/s (Light air)
29.8,756.6,Wind blowing from the north-northeast,25.2,2 m/s (Light breeze)
31.0,754.8,Wind blowing from the north,25.1,2 m/s (Light breeze)
31.6,756.0,Wind blowing from the north,25.5,2 m/s (Light breeze)
31.0,757.3,Wind blowing from the north-northwest,25.4,3 m/s (Gentle breeze)
27.2,757.3,Wind blowing from the south-southeast,24.5,2 m/s (Light breeze)
26.4,756.4,Wind blowing from the east,23.9,1 m/s (Light air)
26.5,756.4,Wind blowing from the south,23.6,1 m/s (Light air)
27.3,757.3,Wind blowing from the east-southeast,23.6,2 m/s (Light breeze)
28.7,756.5,Wind blowing from the south-east,23.6,2 m/s (Light breeze)
30.6,755.3,Wind blowing from the north,25.4,2 m/s (Light breeze)
33.6,755.3,Wind blowing from the north,25.6,2 m/s (Light breeze)
32.6,756.9,Wind blowing from the east-northeast,23.9,2 m/s (Light breeze)
28.4,757.0,Wind blowing from the south-east,24.6,2 m/s (Light breeze)
28.2,756.1,Wind blowing from the south-southwest,25.0,2 m/s (Light breeze)
29.0,756.2,Wind blowing from the south,25.0,2 m/s (Light breeze)
29.6,757.0,Wind blowing from the south,24.7,2 m/s (Light breeze)
30.5,755.8,Wind blowing from the north-northwest,25.1,2 m/s (Light breeze)
33.6,754.3,Wind blowing from the north-northwest,24.5,3 m/s (Gentle breeze)
36.2,755.2,Wind blowing from the north-west,24.1,3 m/s (Gentle breeze)
32.9,756.7,Wind blowing from the north,24.0,3 m/s (Gentle breeze)
27.4,757.1,Wind blowing from the west,24.4,2 m/s (Light breeze)
27.4,756.4,Wind blowing from the west,24.7,2 m/s (Light breeze)
28.0,756.6,Wind blowing from the north-west,24.3,2 m/s (Light breeze)
29.6,756.9,Wind blowing from the west-northwest,25.0,3 m/s (Gentle breeze)
30.0,755.8,Wind blowing from the north-northeast,24.0,2 m/s (Light breeze)
31.7,754.3,Wind blowing from the east-northeast,23.7,2 m/s (Light breeze)
33.6,755.3,Wind blowing from the east,23.1,2 m/s (Light breeze)
32.2,756.9,Wind blowing from the north-west,25.2,3 m/s (Gentle breeze)
27.6,757.2,Wind blowing from the north-west,24.6,2 m/s (Light breeze)
26.4,756.0,Wind blowing from the east-southeast,24.5,1 m/s (Light air)
27.4,756.1,Wind blowing from the east-southeast,25.5,1 m/s (Light air)
27.0,756.7,Wind blowing from the east-southeast,23.7,1 m/s (Light air)
30.4,756.0,Wind blowing from the north-northwest,25.0,2 m/s (Light breeze)
29.8,756.3,Wind blowing from the south-southeast,23.7,3 m/s (Gentle breeze)
33.7,755.7,Wind blowing from the north-east,24.4,3 m/s (Gentle breeze)
31.6,757.4,Wind blowing from the north,24.6,2 m/s (Light breeze)
27.2,757.7,Wind blowing from the south-west,24.2,2 m/s (Light breeze)
26.4,756.2,Wind blowing from the east,24.8,1 m/s (Light air)
26.4,756.0,Wind blowing from the north-west,24.2,1 m/s (Light air)
25.4,756.6,Wind blowing from the west-northwest,23.7,2 m/s (Light breeze)
30.8,755.2,Wind blowing from the north,24.9,2 m/s (Light breeze)
29.8,756.6,Wind blowing from the east-southeast,24.4,2 m/s (Light breeze)
34.8,754.6,Wind blowing from the east,23.1,3 m/s (Gentle breeze)
